interval,ampm,week,day,id
36,AM,14,Sunday,20160403090534-89-00
38,AM,14,Sunday,20160403093157-107-01
30,AM,14,Sunday,20160403073856-52-00
35,AM,14,Sunday,20160403085510-78-00
35,AM,14,Sunday,20160403085604-80-00
36,AM,14,Sunday,20160403091004-92-00
34,AM,14,Sunday,20160403084428-69-00
35,AM,14,Sunday,20160403084517-70-00
37,AM,14,Sunday,20160403092159-102-00
40,AM,14,Sunday,20160403100744-121-01
38,AM,14,Sunday,20160403093252-109-01
35,AM,14,Sunday,20160403084646-71-01
30,AM,14,Sunday,20160403074046-55-00
36,AM,14,Sunday,20160403090604-90-00
35,AM,14,Sunday,20160403085553-79-00
36,AM,14,Sunday,20160403091310-94-00
37,AM,14,Sunday,20160403092457-105-00
32,AM,14,Sunday,20160403080233-64-00
35,AM,14,Sunday,20160403085632-82-00
38,AM,14,Sunday,20160403093135-106-01
42,AM,14,Sunday,20160403103431-131-00
39,AM,14,Sunday,20160403095446-116-01
37,AM,14,Sunday,20160403091817-98-00
38,AM,14,Sunday,20160403093709-113-01
35,AM,14,Sunday,20160403085621-81-00
35,AM,14,Sunday,20160403085823-83-00
35,AM,14,Sunday,20160403085057-75-01
36,AM,14,Sunday,20160403090322-87-01
38,AM,14,Sunday,20160403093615-112-00
37,AM,14,Sunday,20160403091845-99-01
39,AM,14,Sunday,20160403095047-115-00
42,AM,14,Sunday,20160403103522-132-01
39,AM,14,Sunday,20160403095543-117-01
37,AM,14,Sunday,20160403091644-96-00
42,AM,14,Sunday,20160403104141-139-01
40,AM,14,Sunday,20160403100715-120-00
40,AM,14,Sunday,20160403100806-122-01
36,AM,14,Sunday,20160403091154-93-01
35,AM,14,Sunday,20160403085353-77-00
42,AM,14,Sunday,20160403104218-140-00
37,AM,14,Sunday,20160403091941-100-00
43,AM,14,Sunday,20160403104529-147-00
41,AM,14,Sunday,20160403102208-127-00
43,AM,14,Sunday,20160403105033-151-01
37,AM,14,Sunday,20160403091743-97-01
36,AM,14,Sunday,20160403090119-85-00
37,AM,14,Sunday,20160403091510-95-01
38,AM,14,Sunday,20160403093341-110-01
47,AM,14,Sunday,20160403115658-158-01
43,AM,14,Sunday,20160403104510-146-00
48,PM,14,Sunday,20160403121140-161-01
41,AM,14,Sunday,20160403102636-128-01
37,AM,14,Sunday,20160403092122-101-01
50,PM,14,Sunday,20160403123117-175-00
38,AM,14,Sunday,20160403093224-108-00
37,AM,14,Sunday,20160403092411-104-01
43,AM,14,Sunday,20160403104750-149-00
50,PM,14,Sunday,20160403123031-174-01
37,AM,14,Sunday,20160403092323-103-00
42,AM,14,Sunday,20160403103848-135-00
38,AM,14,Sunday,20160403093423-111-00
50,PM,14,Sunday,20160403124127-181-00
49,PM,14,Sunday,20160403122621-170-01
40,AM,14,Sunday,20160403100642-119-01
39,AM,14,Sunday,20160403094925-114-01
42,AM,14,Sunday,20160403104108-138-01
51,PM,14,Sunday,20160403124816-188-01
41,AM,14,Sunday,20160403101759-126-01
40,AM,14,Sunday,20160403101347-125-00
51,PM,14,Sunday,20160403124701-187-00
39,AM,14,Sunday,20160403095711-118-00
49,PM,14,Sunday,20160403122733-172-01
42,AM,14,Sunday,20160403104257-141-00
51,PM,14,Sunday,20160403125542-193-01
52,PM,14,Sunday,20160403130501-197-00
42,AM,14,Sunday,20160403103342-130-00
41,AM,14,Sunday,20160403102746-129-01
42,AM,14,Sunday,20160403104421-143-00
54,PM,14,Sunday,20160403133314-209-01
42,AM,14,Sunday,20160403103711-133-00
49,PM,14,Sunday,20160403122708-171-00
43,AM,14,Sunday,20160403104658-148-01
42,AM,14,Sunday,20160403103825-134-00
42,AM,14,Sunday,20160403104454-145-00
55,PM,14,Sunday,20160403134817-212-00
43,AM,14,Sunday,20160403104909-150-01
42,AM,14,Sunday,20160403103948-137-01
56,PM,14,Sunday,20160403140746-227-00
43,AM,14,Sunday,20160403105151-152-00
50,PM,14,Sunday,20160403123400-176-01
55,PM,14,Sunday,20160403134920-213-01
42,AM,14,Sunday,20160403104327-142-01
42,AM,14,Sunday,20160403103929-136-00
47,AM,14,Sunday,20160403115801-159-01
47,AM,14,Sunday,20160403115058-153-00
57,PM,14,Sunday,20160403142336-234-00
50,PM,14,Sunday,20160403123833-177-01
47,AM,14,Sunday,20160403115336-155-01
49,PM,14,Sunday,20160403122828-173-00
55,PM,14,Sunday,20160403135733-216-00
47,AM,14,Sunday,20160403115839-160-01
47,AM,14,Sunday,20160403115207-154-00
42,AM,14,Sunday,20160403104438-144-01
50,PM,14,Sunday,20160403124220-182-00
47,AM,14,Sunday,20160403115550-157-01
47,AM,14,Sunday,20160403115440-156-00
57,PM,14,Sunday,20160403142443-236-01
49,PM,14,Sunday,20160403122320-166-01
49,PM,14,Sunday,20160403122116-165-00
50,PM,14,Sunday,20160403123848-178-00
55,PM,14,Sunday,20160403135921-219-00
52,PM,14,Sunday,20160403130621-199-00
48,PM,14,Sunday,20160403121156-162-00
50,PM,14,Sunday,20160403123934-179-01
56,PM,14,Sunday,20160403140320-224-01
49,PM,14,Sunday,20160403122346-167-01
49,PM,14,Sunday,20160403122046-164-01
50,PM,14,Sunday,20160403124309-183-00
49,PM,14,Sunday,20160403121750-163-01
58,PM,14,Sunday,20160403144230-247-01
49,PM,14,Sunday,20160403122454-168-00
57,PM,14,Sunday,20160403141539-233-00
53,PM,14,Sunday,20160403132331-205-01
51,PM,14,Sunday,20160403125948-194-00
50,PM,14,Sunday,20160403124049-180-01
51,PM,14,Sunday,20160403125057-190-01
50,PM,14,Sunday,20160403124347-184-01
58,PM,14,Sunday,20160403144314-248-01
51,PM,14,Sunday,20160403124527-186-00
54,PM,14,Sunday,20160403133131-207-00
57,PM,14,Sunday,20160403142505-237-01
50,PM,14,Sunday,20160403124445-185-00
56,PM,14,Sunday,20160403140123-221-01
58,PM,14,Sunday,20160403144437-251-01
51,PM,14,Sunday,20160403124909-189-01
52,PM,14,Sunday,20160403130521-198-00
51,PM,14,Sunday,20160403125513-192-01
57,PM,14,Sunday,20160403142924-241-00
51,PM,14,Sunday,20160403125326-191-01
59,PM,14,Sunday,20160403144717-253-00
52,PM,14,Sunday,20160403130759-201-01
56,PM,14,Sunday,20160403141259-229-01
55,PM,14,Sunday,20160403135642-215-01
52,PM,14,Sunday,20160403130422-196-00
59,PM,14,Sunday,20160403144807-254-01
52,PM,14,Sunday,20160403130706-200-01
52,PM,14,Sunday,20160403130338-195-00
58,PM,14,Sunday,20160403143003-242-00
53,PM,14,Sunday,20160403131746-203-01
53,PM,14,Sunday,20160403132400-206-00
57,PM,14,Sunday,20160403142612-238-01
55,PM,14,Sunday,20160403135900-218-01
61,PM,14,Sunday,20160403151826-261-00
56,PM,14,Sunday,20160403140435-225-00
62,PM,14,Sunday,20160403153531-268-00
52,PM,14,Sunday,20160403131359-202-01
55,PM,14,Sunday,20160403134509-211-00
64,PM,14,Sunday,20160403160001-287-00
56,PM,14,Sunday,20160403140551-226-00
54,PM,14,Sunday,20160403133240-208-01
56,PM,14,Sunday,20160403140242-223-00
58,PM,14,Sunday,20160403144347-249-01
63,PM,14,Sunday,20160403154636-275-00
55,PM,14,Sunday,20160403135949-220-01
53,PM,14,Sunday,20160403132200-204-01
57,PM,14,Sunday,20160403142858-240-00
70,PM,14,Sunday,20160403173157-300-00
58,PM,14,Sunday,20160403143518-245-00
55,PM,14,Sunday,20160403135539-214-01
63,PM,14,Sunday,20160403155012-281-01
54,PM,14,Sunday,20160403133425-210-01
61,PM,14,Sunday,20160403152418-263-01
70,PM,14,Sunday,20160403174446-303-00
57,PM,14,Sunday,20160403142747-239-01
59,PM,14,Sunday,20160403145012-257-00
56,PM,14,Sunday,20160403140149-222-01
58,PM,14,Sunday,20160403144420-250-01
63,PM,14,Sunday,20160403155059-282-01
62,PM,14,Sunday,20160403153756-269-01
61,PM,14,Sunday,20160403152819-266-00
55,PM,14,Sunday,20160403135817-217-01
58,PM,14,Sunday,20160403144201-246-00
59,PM,14,Sunday,20160403144956-256-00
56,PM,14,Sunday,20160403140842-228-01
62,PM,14,Sunday,20160403153937-270-00
71,PM,14,Sunday,20160403175816-304-00
62,PM,14,Sunday,20160403154317-274-00
56,PM,14,Sunday,20160403141450-231-01
59,PM,14,Sunday,20160403145900-259-00
63,PM,14,Sunday,20160403155521-284-00
59,PM,14,Sunday,20160403144922-255-01
57,PM,14,Sunday,20160403141518-232-00
70,PM,14,Sunday,20160403174421-302-00
56,PM,14,Sunday,20160403141429-230-01
61,PM,14,Sunday,20160403152004-262-01
62,PM,14,Sunday,20160403154241-273-01
72,PM,14,Sunday,20160403180228-308-01
63,PM,14,Sunday,20160403154814-277-01
72,PM,14,Sunday,20160403180905-313-00
59,PM,14,Sunday,20160403145939-260-00
57,PM,14,Sunday,20160403142421-235-00
63,PM,14,Sunday,20160403155622-285-01
73,PM,14,Sunday,20160403181526-318-01
61,PM,14,Sunday,20160403152452-264-01
63,PM,14,Sunday,20160403154712-276-00
63,PM,14,Sunday,20160403154857-278-01
72,PM,14,Sunday,20160403180457-309-00
61,PM,14,Sunday,20160403152605-265-00
72,PM,14,Sunday,20160403181412-316-00
58,PM,14,Sunday,20160403143315-243-00
62,PM,14,Sunday,20160403154013-271-00
68,PM,14,Sunday,20160403170938-299-01
76,PM,14,Sunday,20160403190746-328-00
64,PM,14,Sunday,20160403160330-289-01
72,PM,14,Sunday,20160403180727-311-01
72,PM,14,Sunday,20160403181451-317-01
62,PM,14,Sunday,20160403153133-267-01
58,PM,14,Sunday,20160403143412-244-01
77,PM,14,Sunday,20160403192143-337-01
74,PM,14,Sunday,20160403184408-322-01
63,PM,14,Sunday,20160403154957-280-00
79,PM,14,Sunday,20160403195445-345-01
72,PM,14,Sunday,20160403181145-315-00
59,PM,14,Sunday,20160403144558-252-01
72,PM,14,Sunday,20160403180116-307-00
63,PM,14,Sunday,20160403155314-283-00
76,PM,14,Sunday,20160403191440-331-01
63,PM,14,Sunday,20160403154915-279-01
75,PM,14,Sunday,20160403185651-326-01
64,PM,14,Sunday,20160403160302-288-00
81,PM,14,Sunday,20160403202459-360-01
72,PM,14,Sunday,20160403181102-314-01
74,PM,14,Sunday,20160403184316-321-01
77,PM,14,Sunday,20160403191754-332-00
63,PM,14,Sunday,20160403155833-286-01
59,PM,14,Sunday,20160403145444-258-01
87,PM,14,Sunday,20160403215018-379-00
77,PM,14,Sunday,20160403192113-336-00
70,PM,14,Sunday,20160403173924-301-01
68,PM,14,Sunday,20160403170142-298-01
77,PM,14,Sunday,20160403192842-339-01
73,PM,14,Sunday,20160403181645-320-00
74,PM,14,Sunday,20160403184446-323-01
62,PM,14,Sunday,20160403154155-272-00
75,PM,14,Sunday,20160403185353-325-01
88,PM,14,Sunday,20160403220122-381-00
78,PM,14,Sunday,20160403193820-340-00
71,PM,14,Sunday,20160403175930-305-00
80,PM,14,Sunday,20160403200756-348-01
76,PM,14,Sunday,20160403190944-329-00
72,PM,14,Sunday,20160403180037-306-00
26,AM,14,Monday,20160404063241-399-01
79,PM,14,Sunday,20160403194919-343-00
80,PM,14,Sunday,20160403200917-349-00
77,PM,14,Sunday,20160403192033-335-01
82,PM,14,Sunday,20160403203346-363-01
82,PM,14,Sunday,20160403204439-365-00
72,PM,14,Sunday,20160403180611-310-00
75,PM,14,Sunday,20160403184511-324-01
79,PM,14,Sunday,20160403195619-346-00
84,PM,14,Sunday,20160403210740-374-00
76,PM,14,Sunday,20160403190126-327-01
79,PM,14,Sunday,20160403195021-344-00
72,PM,14,Sunday,20160403180845-312-01
26,AM,14,Monday,20160404064116-404-00
85,PM,14,Sunday,20160403212106-376-01
80,PM,14,Sunday,20160403201438-354-00
83,PM,14,Sunday,20160403205815-371-00
81,PM,14,Sunday,20160403202140-358-01
73,PM,14,Sunday,20160403181551-319-00
81,PM,14,Sunday,20160403202436-359-01
85,PM,14,Sunday,20160403212811-377-00
80,PM,14,Sunday,20160403200530-347-01
77,PM,14,Sunday,20160403192230-338-01
82,PM,14,Sunday,20160403203223-362-01
29,AM,14,Monday,20160404071654-411-00
87,PM,14,Sunday,20160403215949-380-01
89,PM,14,Sunday,20160403221812-383-01
79,PM,14,Sunday,20160403194617-341-01
83,PM,14,Sunday,20160403205831-372-00
29,AM,14,Monday,20160404072856-419-00
76,PM,14,Sunday,20160403191048-330-01
82,PM,14,Sunday,20160403203613-364-01
84,PM,14,Sunday,20160403210838-375-01
80,PM,14,Sunday,20160403201331-352-01
90,PM,14,Sunday,20160403223442-386-01
90,PM,14,Sunday,20160403223310-385-00
0,AM,14,Monday,20160404000237-390-00
80,PM,14,Sunday,20160403201023-350-00
77,PM,14,Sunday,20160403191804-333-01
30,AM,14,Monday,20160404073338-423-01
80,PM,14,Sunday,20160403201401-353-00
83,PM,14,Sunday,20160403204748-366-00
28,AM,14,Monday,20160404070429-406-01
26,AM,14,Monday,20160404063722-402-01
90,PM,14,Sunday,20160403224450-388-01
81,PM,14,Sunday,20160403201535-355-00
30,AM,14,Monday,20160404074435-426-00
83,PM,14,Sunday,20160403204816-367-00
77,PM,14,Sunday,20160403192003-334-01
33,AM,14,Monday,20160404082027-443-01
81,PM,14,Sunday,20160403201752-356-00
82,PM,14,Sunday,20160403203025-361-01
93,PM,14,Sunday,20160403231528-389-01
26,AM,14,Monday,20160404063901-403-01
28,AM,14,Monday,20160404070907-407-00
83,PM,14,Sunday,20160403205128-370-00
83,PM,14,Sunday,20160403205020-368-01
80,PM,14,Sunday,20160403201309-351-00
89,PM,14,Sunday,20160403221741-382-00
33,AM,14,Monday,20160404082113-445-00
29,AM,14,Monday,20160404071759-413-00
35,AM,14,Monday,20160404085042-458-01
28,AM,14,Monday,20160404070004-405-01
29,AM,14,Monday,20160404071546-410-01
33,AM,14,Monday,20160404082347-447-01
83,PM,14,Sunday,20160403205041-369-01
81,PM,14,Sunday,20160403202116-357-01
29,AM,14,Monday,20160404072032-416-01
89,PM,14,Sunday,20160403222139-384-00
84,PM,14,Sunday,20160403210531-373-01
28,AM,14,Monday,20160404071018-408-00
36,AM,14,Monday,20160404091010-468-00
30,AM,14,Monday,20160404073150-422-00
35,AM,14,Monday,20160404084926-457-00
86,PM,14,Sunday,20160403213042-378-00
29,AM,14,Monday,20160404071521-409-00
33,AM,14,Monday,20160404081824-439-01
90,PM,14,Sunday,20160403224312-387-00
29,AM,14,Monday,20160404072819-418-01
35,AM,14,Monday,20160404085616-461-01
38,AM,14,Monday,20160404093144-474-00
26,AM,14,Monday,20160404063326-400-00
32,AM,14,Monday,20160404080141-431-00
33,AM,14,Monday,20160404082224-446-00
29,AM,14,Monday,20160404071732-412-01
32,AM,14,Monday,20160404080326-434-01
38,AM,14,Monday,20160404093659-477-01
26,AM,14,Monday,20160404063421-401-01
33,AM,14,Monday,20160404082058-444-00
32,AM,14,Monday,20160404080545-436-00
36,AM,14,Monday,20160404090446-463-01
38,AM,14,Monday,20160404093822-478-00
30,AM,14,Monday,20160404073038-421-00
29,AM,14,Monday,20160404071809-414-01
36,AM,14,Monday,20160404090939-467-01
29,AM,14,Monday,20160404072727-417-00
39,AM,14,Monday,20160404095754-491-01
30,AM,14,Monday,20160404073442-424-01
34,AM,14,Monday,20160404083445-452-01
37,AM,14,Monday,20160404092221-471-00
29,AM,14,Monday,20160404072948-420-01
34,AM,14,Monday,20160404083852-454-01
31,AM,14,Monday,20160404074617-428-00
36,AM,14,Monday,20160404090645-464-01
31,AM,14,Monday,20160404074728-429-00
38,AM,14,Monday,20160404094448-482-00
35,AM,14,Monday,20160404085358-459-00
40,AM,14,Monday,20160404100142-495-00
38,AM,14,Monday,20160404094135-480-01
36,AM,14,Monday,20160404091029-469-00
32,AM,14,Monday,20160404080213-432-00
30,AM,14,Monday,20160404074349-425-01
36,AM,14,Monday,20160404091126-470-01
39,AM,14,Monday,20160404094657-483-01
32,AM,14,Monday,20160404080038-430-01
40,AM,14,Monday,20160404101054-500-00
38,AM,14,Monday,20160404093156-475-01
35,AM,14,Monday,20160404085554-460-01
38,AM,14,Monday,20160404094318-481-01
31,AM,14,Monday,20160404074541-427-00
32,AM,14,Monday,20160404081000-437-01
33,AM,14,Monday,20160404081848-440-01
39,AM,14,Monday,20160404095705-490-01
45,AM,14,Monday,20160404112645-522-00
39,AM,14,Monday,20160404095848-492-01
39,AM,14,Monday,20160404094854-485-00
38,AM,14,Monday,20160404094007-479-01
33,AM,14,Monday,20160404081708-438-00
39,AM,14,Monday,20160404095436-488-00
32,AM,14,Monday,20160404080252-433-00
40,AM,14,Monday,20160404100903-499-01
40,AM,14,Monday,20160404100224-496-01
33,AM,14,Monday,20160404082006-442-00
39,AM,14,Monday,20160404095146-486-00
33,AM,14,Monday,20160404081945-441-00
49,PM,14,Monday,20160404121551-525-00
34,AM,14,Monday,20160404083429-451-00
39,AM,14,Monday,20160404095459-489-00
32,AM,14,Monday,20160404080506-435-00
40,AM,14,Monday,20160404100758-497-00
34,AM,14,Monday,20160404084036-455-01
43,AM,14,Monday,20160404104836-511-01
55,PM,14,Monday,20160404135950-533-00
55,PM,14,Monday,20160404135831-532-00
33,AM,14,Monday,20160404082750-449-00
40,AM,14,Monday,20160404100044-494-00
42,AM,14,Monday,20160404104333-508-00
33,AM,14,Monday,20160404082523-448-01
43,AM,14,Monday,20160404105221-513-00
36,AM,14,Monday,20160404090803-465-01
34,AM,14,Monday,20160404083526-453-00
57,PM,14,Monday,20160404142006-552-00
56,PM,14,Monday,20160404140351-536-00
33,AM,14,Monday,20160404082846-450-01
40,AM,14,Monday,20160404100836-498-01
43,AM,14,Monday,20160404105705-518-00
43,AM,14,Monday,20160404105337-515-00
57,PM,14,Monday,20160404142138-553-01
38,AM,14,Monday,20160404093516-476-01
36,AM,14,Monday,20160404090928-466-01
35,AM,14,Monday,20160404084857-456-01
56,PM,14,Monday,20160404140911-539-00
43,AM,14,Monday,20160404105825-519-01
41,AM,14,Monday,20160404102538-502-01
44,AM,14,Monday,20160404111202-521-01
43,AM,14,Monday,20160404105538-517-00
49,PM,14,Monday,20160404121606-526-00
61,PM,14,Monday,20160404152059-556-01
57,PM,14,Monday,20160404142525-554-01
37,AM,14,Monday,20160404092831-472-01
36,AM,14,Monday,20160404090359-462-01
52,PM,14,Monday,20160404130503-530-01
43,AM,14,Monday,20160404105525-516-01
63,PM,14,Monday,20160404155131-563-01
52,PM,14,Monday,20160404131056-531-00
39,AM,14,Monday,20160404094826-484-00
56,PM,14,Monday,20160404140801-538-01
38,AM,14,Monday,20160404093058-473-01
50,PM,14,Monday,20160404124437-528-01
64,PM,14,Monday,20160404161030-567-00
56,PM,14,Monday,20160404140921-540-01
41,AM,14,Monday,20160404102918-503-00
63,PM,14,Monday,20160404154627-560-01
39,AM,14,Monday,20160404095210-487-00
56,PM,14,Monday,20160404141119-544-01
56,PM,14,Monday,20160404140952-541-00
56,PM,14,Monday,20160404141051-543-01
63,PM,14,Monday,20160404154717-561-00
66,PM,14,Monday,20160404163410-586-01
42,AM,14,Monday,20160404103010-504-01
57,PM,14,Monday,20160404141814-550-00
64,PM,14,Monday,20160404160819-566-01
39,AM,14,Monday,20160404095929-493-01
57,PM,14,Monday,20160404141850-551-01
62,PM,14,Monday,20160404154250-559-01
56,PM,14,Monday,20160404141433-546-01
73,PM,14,Monday,20160404182514-619-00
66,PM,14,Monday,20160404164154-590-01
63,PM,14,Monday,20160404154932-562-00
41,AM,14,Monday,20160404101637-501-00
42,AM,14,Monday,20160404103928-507-01
65,PM,14,Monday,20160404161648-569-01
61,PM,14,Monday,20160404152210-558-00
65,PM,14,Monday,20160404162342-576-01
74,PM,14,Monday,20160404183346-624-01
43,AM,14,Monday,20160404104943-512-01
67,PM,14,Monday,20160404164821-592-00
74,PM,14,Monday,20160404184032-628-00
63,PM,14,Monday,20160404155653-565-00
65,PM,14,Monday,20160404162420-577-00
65,PM,14,Monday,20160404162559-580-00
42,AM,14,Monday,20160404103752-505-00
44,AM,14,Monday,20160404111015-520-00
63,PM,14,Monday,20160404155220-564-00
74,PM,14,Monday,20160404184309-630-01
65,PM,14,Monday,20160404162727-581-01
71,PM,14,Monday,20160404175855-599-01
66,PM,14,Monday,20160404163222-583-00
65,PM,14,Monday,20160404161512-568-00
65,PM,14,Monday,20160404162452-578-01
42,AM,14,Monday,20160404103814-506-01
75,PM,14,Monday,20160404185551-636-00
45,AM,14,Monday,20160404112939-523-00
65,PM,14,Monday,20160404161857-570-00
66,PM,14,Monday,20160404163431-587-00
73,PM,14,Monday,20160404181554-609-00
66,PM,14,Monday,20160404164245-591-01
72,PM,14,Monday,20160404180404-602-00
42,AM,14,Monday,20160404104421-509-01
78,PM,14,Monday,20160404194434-643-00
65,PM,14,Monday,20160404161917-571-00
46,AM,14,Monday,20160404113132-524-00
43,AM,14,Monday,20160404104720-510-00
74,PM,14,Monday,20160404183218-622-00
66,PM,14,Monday,20160404163728-589-00
73,PM,14,Monday,20160404182320-617-00
81,PM,14,Monday,20160404202305-657-01
73,PM,14,Monday,20160404182021-614-00
65,PM,14,Monday,20160404161932-572-01
43,AM,14,Monday,20160404105246-514-00
49,PM,14,Monday,20160404121749-527-00
71,PM,14,Monday,20160404175035-596-01
74,PM,14,Monday,20160404184432-632-00
79,PM,14,Monday,20160404195734-649-00
81,PM,14,Monday,20160404202447-659-01
51,PM,14,Monday,20160404125831-529-00
71,PM,14,Monday,20160404175539-597-01
79,PM,14,Monday,20160404194807-645-01
73,PM,14,Monday,20160404182423-618-00
56,PM,14,Monday,20160404140130-534-01
71,PM,14,Monday,20160404175722-598-01
56,PM,14,Monday,20160404141016-542-00
67,PM,14,Monday,20160404165936-595-01
79,PM,14,Monday,20160404195305-646-00
74,PM,14,Monday,20160404183319-623-00
80,PM,14,Monday,20160404200003-651-01
72,PM,14,Monday,20160404180440-603-00
81,PM,14,Monday,20160404201840-653-01
56,PM,14,Monday,20160404141402-545-00
56,PM,14,Monday,20160404140328-535-00
81,PM,14,Monday,20160404202106-654-00
81,PM,14,Monday,20160404202825-660-01
75,PM,14,Monday,20160404185112-634-00
72,PM,14,Monday,20160404180321-601-00
82,PM,14,Monday,20160404203640-01-01
57,PM,14,Monday,20160404141633-548-00
82,PM,14,Monday,20160404203006-663-00
72,PM,14,Monday,20160404180601-604-00
56,PM,14,Monday,20160404140418-537-01
81,PM,14,Monday,20160404202241-656-00
72,PM,14,Monday,20160404180907-605-01
75,PM,14,Monday,20160404185417-635-00
83,PM,14,Monday,20160404205807-06-01
65,PM,14,Monday,20160404162105-574-01
78,PM,14,Monday,20160404193923-642-00
83,PM,14,Monday,20160404204930-02-00
73,PM,14,Monday,20160404181936-612-00
83,PM,14,Monday,20160404205722-05-00
57,PM,14,Monday,20160404141515-547-01
72,PM,14,Monday,20160404181318-606-01
82,PM,14,Monday,20160404203040-664-01
65,PM,14,Monday,20160404162518-579-00
85,PM,14,Monday,20160404211940-14-01
85,PM,14,Monday,20160404212119-16-00
73,PM,14,Monday,20160404182146-615-01
57,PM,14,Monday,20160404141716-549-00
86,PM,14,Monday,20160404213127-19-01
87,PM,14,Monday,20160404214948-22-01
86,PM,14,Monday,20160404213006-18-01
73,PM,14,Monday,20160404181701-610-01
84,PM,14,Monday,20160404210953-12-01
61,PM,14,Monday,20160404151747-555-01
87,PM,14,Monday,20160404215958-29-01
66,PM,14,Monday,20160404163309-584-01
73,PM,14,Monday,20160404182730-621-00
73,PM,14,Monday,20160404181846-611-01
89,PM,14,Monday,20160404221722-38-01
87,PM,14,Monday,20160404215221-24-01
87,PM,14,Monday,20160404215606-27-00
74,PM,14,Monday,20160404184400-631-00
88,PM,14,Monday,20160404221255-36-01
72,PM,14,Monday,20160404180218-600-00
61,PM,14,Monday,20160404152135-557-01
73,PM,14,Monday,20160404182001-613-00
75,PM,14,Monday,20160404184959-633-00
88,PM,14,Monday,20160404220419-31-01
88,PM,14,Monday,20160404220504-32-01
89,PM,14,Monday,20160404222826-42-00
90,PM,14,Monday,20160404223201-45-00
65,PM,14,Monday,20160404162000-573-01
72,PM,14,Monday,20160404181404-607-00
75,PM,14,Monday,20160404185814-637-01
74,PM,14,Monday,20160404183731-626-01
73,PM,14,Monday,20160404182251-616-00
88,PM,14,Monday,20160404220818-34-00
93,PM,14,Monday,20160404231921-61-01
90,PM,14,Monday,20160404224017-50-00
65,PM,14,Monday,20160404162308-575-01
90,PM,14,Monday,20160404224241-53-01
78,PM,14,Monday,20160404193032-641-01
79,PM,14,Monday,20160404194517-644-00
88,PM,14,Monday,20160404220920-35-00
74,PM,14,Monday,20160404183536-625-00
